105989,"","1760-6-11T00:00:00Z","T00:00:00Z","Batavia","Jagannathpur","Batavia-Jagannathpur",333
105990,"","1760-6-11T00:00:00Z","T00:00:00Z","Batavia","Bimlipatam","Batavia-Bimlipatam",332
105991,"","1760-7-22T00:00:00Z","T00:00:00Z","Batavia","Nagapattinam","Batavia-Nagapattinam",331
105992,"","1759-11-12T00:00:00Z","T00:00:00Z","Batavia","Malabar","Batavia-Malabar",227
105993,"","1759-11-12T00:00:00Z","T00:00:00Z","Batavia","Malabar","Batavia-Malabar",227
105994,"","1759-11-12T00:00:00Z","T00:00:00Z","Batavia","Malabar","Batavia-Malabar",227
105995,"","1759-11-24T00:00:00Z","T00:00:00Z","Batavia","Malabar","Batavia-Malabar",227
105996,"","1760-6-4T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
105997,"","1760-6-11T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
105998,"","1760-6-14T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
105999,"","T00:00:00Z","1760-12-30T00:00:00Z","Japara","Batavia","Japara-Batavia",213
106000,"","T00:00:00Z","1761-3-30T00:00:00Z","Pekalongan","Batavia","Pekalongan-Batavia",242
106001,"","T00:00:00Z","1761-4-14T00:00:00Z","Demak","Batavia","Demak-Batavia",372
106002,"","T00:00:00Z","1761-4-14T00:00:00Z","Tegal","Batavia","Tegal-Batavia",215
106003,"","1760-6-14T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
106004,"","T00:00:00Z","1761-4-15T00:00:00Z","Rembang","Batavia","Rembang-Batavia",217
106005,"","T00:00:00Z","1761-4-17T00:00:00Z","Demak","Batavia","Demak-Batavia",372
106006,"","T00:00:00Z","1761-4-17T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
106007,"","1760-7-22T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
106008,"","T00:00:00Z","1761-4-20T00:00:00Z","Djoana","Batavia","Djoana-Batavia",216
106009,"","T00:00:00Z","1761-4-20T00:00:00Z","Japara","Batavia","Japara-Batavia",213
106010,"","T00:00:00Z","1761-4-20T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
106011,"","1760-8-21T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
106012,"","1759-11-12T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
106013,"","1759-11-12T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
106014,"","1760-8-10T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
106015,"","T00:00:00Z","1761-5-4T00:00:00Z","Surabaja","Batavia","Surabaja-Batavia",211
106016,"","1759-10-10T00:00:00Z","T00:00:00Z","Batavia","Kharg","Batavia-Kharg",356
106017,"","1760-6-11T00:00:00Z","T00:00:00Z","Batavia","Kharg","Batavia-Kharg",356
106018,"","T00:00:00Z","1761-5-4T00:00:00Z","Surabaja","Batavia","Surabaja-Batavia",211
106019,"","T00:00:00Z","1761-5-4T00:00:00Z","Gresik","Batavia","Gresik-Batavia",214
106020,"","T00:00:00Z","1761-5-4T00:00:00Z","Gresik","Batavia","Gresik-Batavia",214
106021,"","T00:00:00Z","1761-5-5T00:00:00Z","Rembang","Batavia","Rembang-Batavia",217
106022,"","T00:00:00Z","1761-7-7T00:00:00Z","Gresik","Batavia","Gresik-Batavia",214
106023,"","1760-4-30T00:00:00Z","T00:00:00Z","Batavia","Padang","Batavia-Padang",229
106024,"","1760-4-30T00:00:00Z","T00:00:00Z","Batavia","Pulau Tjinkuk","Batavia-Pulau Tjinkuk",230
106025,"","T00:00:00Z","1761-7-7T00:00:00Z","Surabaja","Batavia","Surabaja-Batavia",211
106026,"","T00:00:00Z","1761-7-9T00:00:00Z","Demak","Batavia","Demak-Batavia",372
106027,"","T00:00:00Z","1761-7-9T00:00:00Z","Rembang","Batavia","Rembang-Batavia",217
106028,"","T00:00:00Z","1761-7-9T00:00:00Z","Djoana","Batavia","Djoana-Batavia",216
106029,"","1760-5-3T00:00:00Z","T00:00:00Z","Batavia","Airhadji","Batavia-Airhadji",357
106030,"","1760-7-8T00:00:00Z","T00:00:00Z","Batavia","Padang","Batavia-Padang",229
106031,"","T00:00:00Z","1761-7-22T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
106032,"","T00:00:00Z","1761-7-28T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
106033,"","T00:00:00Z","1761-8-1T00:00:00Z","Pekalongan","Batavia","Pekalongan-Batavia",242
106034,"","1760-7-8T00:00:00Z","T00:00:00Z","Batavia","Pulau Tjinkuk","Batavia-Pulau Tjinkuk",230
106035,"","1760-8-5T00:00:00Z","T00:00:00Z","Batavia","Padang","Batavia-Padang",229
106036,"","1760-8-5T00:00:00Z","T00:00:00Z","Batavia","Pulau Tjinkuk","Batavia-Pulau Tjinkuk",230
106037,"","1759-11-9T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
106038,"","1759-12-3T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
106039,"","T00:00:00Z","1761-8-7T00:00:00Z","Demak","Batavia","Demak-Batavia",372
106040,"","T00:00:00Z","1761-8-15T00:00:00Z","Pekalongan","Batavia","Pekalongan-Batavia",242
106041,"","T00:00:00Z","1761-8-18T00:00:00Z","Tegal","Batavia","Tegal-Batavia",215
106042,"","T00:00:00Z","1761-8-22T00:00:00Z","Demak","Batavia","Demak-Batavia",372
106043,"","T00:00:00Z","T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
106044,"","1760-3-20T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
106045,"","1760-6-9T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
106046,"","1760-8-26T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
106047,"","1760-4-1T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
106048,"","1760-4-10T00:00:00Z","T00:00:00Z","Batavia","Bantam","Batavia-Bantam",235
106049,"","1760-1-8T00:00:00Z","T00:00:00Z","Batavia","Palembang","Batavia-Palembang",233
106050,"","1760-4-30T00:00:00Z","T00:00:00Z","Batavia","Palembang","Batavia-Palembang",233
106051,"","T00:00:00Z","1760-9-6T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
106052,"","T00:00:00Z","1760-9-29T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
106053,"","T00:00:00Z","1760-10-5T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
106054,"","1760-7-11T00:00:00Z","T00:00:00Z","Batavia","Palembang","Batavia-Palembang",233
106055,"","1760-8-26T00:00:00Z","T00:00:00Z","Batavia","Palembang","Batavia-Palembang",233
106056,"","1759-11-4T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
106057,"","T00:00:00Z","1760-10-6T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
106058,"","1759-11-10T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
106059,"","1760-4-19T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
106060,"","1760-4-19T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
106061,"","1760-4-19T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
106062,"","1760-4-23T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
106063,"","1760-4-23T00:00:00Z","T00:00:00Z","Batavia","Malakka","Batavia-Malakka",231
106064,"","T00:00:00Z","1760-11-3T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
106065,"","T00:00:00Z","1760-11-16T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
106066,"","T00:00:00Z","1761-3-30T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
106067,"","T00:00:00Z","1761-5-14T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
106068,"","T00:00:00Z","1761-6-29T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
106069,"","T00:00:00Z","1760-10-28T00:00:00Z","Bandjarmasin","Batavia","Bandjarmasin-Batavia",206
106070,"","1760-8-11T00:00:00Z","T00:00:00Z","Batavia","Siam","Batavia-Siam",358
106071,"","T00:00:00Z","1761-5-7T00:00:00Z","Bandjarmasin","Batavia","Bandjarmasin-Batavia",206
106072,"","1760-6-12T00:00:00Z","T00:00:00Z","Batavia","Nagasaki","Batavia-Nagasaki",244
106073,"","T00:00:00Z","1761-6-8T00:00:00Z","Bandjarmasin","Batavia","Bandjarmasin-Batavia",206
106074,"","T00:00:00Z","1761-6-27T00:00:00Z","Bandjarmasin","Batavia","Bandjarmasin-Batavia",206
106075,"","T00:00:00Z","1761-8-1T00:00:00Z","Bandjarmasin","Batavia","Bandjarmasin-Batavia",206
106076,"","T00:00:00Z","1761-8-5T00:00:00Z","Bandjarmasin","Batavia","Bandjarmasin-Batavia",206
106077,"","T00:00:00Z","1761-2-2T00:00:00Z","Kanton","Batavia","Kanton-Batavia",222
106079,"","T00:00:00Z","1761-7-21T00:00:00Z","Kanton","Batavia","Kanton-Batavia",222
106082,"","T00:00:00Z","1761-5-26T00:00:00Z","Kaap de Goede Hoop","Batavia","Kaap de Goede Hoop-Batavia",223
106088,\N,"T00:00:00Z","1761-8-31T00:00:00Z","Kaap de Goede Hoop","Batavia","Kaap de Goede Hoop-Batavia",223
106089,"","1760-6-12T00:00:00Z","T00:00:00Z","Batavia","Nagasaki","Batavia-Nagasaki",244
106091,"","1759-12-13T00:00:00Z","T00:00:00Z","Batavia","Amboina","Batavia-Amboina",238
106092,"","1759-12-28T00:00:00Z","T00:00:00Z","Batavia","Amboina","Batavia-Amboina",238
106093,"","1759-12-13T00:00:00Z","T00:00:00Z","Batavia","Banda-Neira","Batavia-Banda-Neira",239
106094,"","1759-12-13T00:00:00Z","T00:00:00Z","Batavia","Banda-Neira","Batavia-Banda-Neira",239
106095,"","1759-12-13T00:00:00Z","T00:00:00Z","Batavia","Banda-Neira","Batavia-Banda-Neira",239
106101,"","1759-12-21T00:00:00Z","T00:00:00Z","Batavia","Banda-Neira","Batavia-Banda-Neira",239
106102,"","1760-2-5T00:00:00Z","T00:00:00Z","Batavia","Ternate","Batavia-Ternate",240
106114,"","1760-2-6T00:00:00Z","T00:00:00Z","Batavia","Ternate","Batavia-Ternate",240
106115,"","1759-12-13T00:00:00Z","T00:00:00Z","Batavia","Makassar","Batavia-Makassar",243
106116,"","1760-2-15T00:00:00Z","T00:00:00Z","Batavia","Makassar","Batavia-Makassar",243
106117,"","1760-3-20T00:00:00Z","T00:00:00Z","Batavia","Makassar","Batavia-Makassar",243
106118,"","1760-3-7T00:00:00Z","T00:00:00Z","Batavia","Timor","Batavia-Timor",234
106119,"","1760-1-31T00:00:00Z","T00:00:00Z","Batavia","Semarang","Batavia-Semarang",237
106121,"","1760-2-5T00:00:00Z","T00:00:00Z","Batavia","Semarang","Batavia-Semarang",237
106122,"","1760-2-29T00:00:00Z","T00:00:00Z","Batavia","Semarang","Batavia-Semarang",237
106124,"","1760-3-19T00:00:00Z","T00:00:00Z","Batavia","Semarang","Batavia-Semarang",237
106125,"","1760-6-2T00:00:00Z","T00:00:00Z","Batavia","Semarang","Batavia-Semarang",237
106126,"","1760-6-28T00:00:00Z","T00:00:00Z","Batavia","Semarang","Batavia-Semarang",237
106127,"","1760-7-6T00:00:00Z","T00:00:00Z","Batavia","Semarang","Batavia-Semarang",237
106128,"","1760-8-12T00:00:00Z","T00:00:00Z","Batavia","Semarang","Batavia-Semarang",237
106129,"","1760-3-24T00:00:00Z","T00:00:00Z","Batavia","Cheribon","Batavia-Cheribon",236
106130,"","1760-6-6T00:00:00Z","T00:00:00Z","Batavia","Cheribon","Batavia-Cheribon",236
106131,"","1760-6-14T00:00:00Z","T00:00:00Z","Batavia","Cheribon","Batavia-Cheribon",236
106132,"","1760-8-6T00:00:00Z","T00:00:00Z","Batavia","Cheribon","Batavia-Cheribon",236
106133,"","1759-11-28T00:00:00Z","T00:00:00Z","Batavia","Bandjarmasin","Batavia-Bandjarmasin",232
106134,"","1760-2-29T00:00:00Z","T00:00:00Z","Batavia","Bandjarmasin","Batavia-Bandjarmasin",232
106136,"","1760-6-24T00:00:00Z","T00:00:00Z","Batavia","Kanton","Batavia-Kanton",246
106137,"","1760-6-27T00:00:00Z","T00:00:00Z","Batavia","Kanton","Batavia-Kanton",246
106138,"","1760-7-14T00:00:00Z","T00:00:00Z","Batavia","Kanton","Batavia-Kanton",246
106157,"","T00:00:00Z","1759-10-15T00:00:00Z","Coromandel","Ceylon","Coromandel-Ceylon",284
106158,"","T00:00:00Z","1759-12-17T00:00:00Z","Coromandel","Ceylon","Coromandel-Ceylon",284
106159,"","T00:00:00Z","1760-4-3T00:00:00Z","Coromandel","Ceylon","Coromandel-Ceylon",284
106160,"","T00:00:00Z","1760-8-4T00:00:00Z","Coromandel","Ceylon","Coromandel-Ceylon",284
106161,"","T00:00:00Z","1760-4-1T00:00:00Z","Coromandel","Ceylon","Coromandel-Ceylon",284
106162,"","T00:00:00Z","1760-6-18T00:00:00Z","Coromandel","Ceylon","Coromandel-Ceylon",284
106163,"","T00:00:00Z","1760-8-31T00:00:00Z","Coromandel","Ceylon","Coromandel-Ceylon",284
106164,"","T00:00:00Z","1759-11-6T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
106166,"","T00:00:00Z","1760-2-4T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
106169,"","T00:00:00Z","1760-3-15T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
106170,"","T00:00:00Z","1759-12-11T00:00:00Z","Surat","Ceylon","Surat-Ceylon",268
106173,"","1760-9-15T00:00:00Z","T00:00:00Z","Batavia","Colombo","Batavia-Colombo",254
106174,"","1761-4-16T00:00:00Z","T00:00:00Z","Batavia","Colombo","Batavia-Colombo",254
106175,"","1761-4-16T00:00:00Z","T00:00:00Z","Batavia","Colombo","Batavia-Colombo",254
106176,"","1761-4-16T00:00:00Z","T00:00:00Z","Batavia","Colombo","Batavia-Colombo",254
106177,"","1761-5-5T00:00:00Z","T00:00:00Z","Batavia","Colombo","Batavia-Colombo",254
106178,"","1761-5-21T00:00:00Z","T00:00:00Z","Batavia","Colombo","Batavia-Colombo",254
106179,"","1761-6-11T00:00:00Z","T00:00:00Z","Batavia","Colombo","Batavia-Colombo",254
106180,"","1761-6-11T00:00:00Z","T00:00:00Z","Batavia","Colombo","Batavia-Colombo",254
106181,"","T00:00:00Z","1760-1-29T00:00:00Z","Surat","Ceylon","Surat-Ceylon",268
106185,"","1761-6-11T00:00:00Z","T00:00:00Z","Batavia","Colombo","Batavia-Colombo",254
106187,"","1761-7-24T00:00:00Z","T00:00:00Z","Batavia","Colombo","Batavia-Colombo",254
106188,"","1761-7-24T00:00:00Z","T00:00:00Z","Batavia","Colombo","Batavia-Colombo",254
106189,"","1760-9-18T00:00:00Z","T00:00:00Z","Batavia","Nagapattinam","Batavia-Nagapattinam",331
106190,"","1760-10-6T00:00:00Z","T00:00:00Z","Batavia","Nagapattinam","Batavia-Nagapattinam",331
106191,"","1761-4-16T00:00:00Z","T00:00:00Z","Batavia","Coromandel","Batavia-Coromandel",225
106192,"","1761-6-15T00:00:00Z","T00:00:00Z","Batavia","Nagapattinam","Batavia-Nagapattinam",331
106193,"","1761-6-15T00:00:00Z","T00:00:00Z","Batavia","Sadras","Batavia-Sadras",334
106194,"","1761-6-15T00:00:00Z","T00:00:00Z","Batavia","Pulicat","Batavia-Pulicat",335
106199,"","1760-8-11T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
106200,"","1759-11-20T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
106201,"","1760-1-27T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
106202,"","1760-5-20T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
106203,"","1760-7-24T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
106204,"","1760-7-25T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
106205,"","1760-3-16T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
106206,"","1760-7-16T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
106207,"","1759-11-20T00:00:00Z","T00:00:00Z","Ceylon","Malabar","Ceylon-Malabar",264
106210,"","T00:00:00Z","1759-11-1T00:00:00Z","Surat","Malabar","Surat-Malabar",265
106211,"","T00:00:00Z","1760-4-30T00:00:00Z","Surat","Malabar","Surat-Malabar",265
106212,"","T00:00:00Z","1760-1-31T00:00:00Z","Perzië","Malabar","Perzië-Malabar",394
106220,"","T00:00:00Z","1760-8-19T00:00:00Z","Malabar","Bengalen","Malabar-Bengalen",395
106221,"","T00:00:00Z","1759-10-8T00:00:00Z","Coromandel","Bengalen","Coromandel-Bengalen",343
106222,"","T00:00:00Z","1760-8-19T00:00:00Z","Coromandel","Bengalen","Coromandel-Bengalen",343
106223,\N,"T00:00:00Z","1760-8-19T00:00:00Z","Kaap de Goede Hoop","Bengalen","Kaap de Goede Hoop-Bengalen",289
106225,"","1761-6-15T00:00:00Z","T00:00:00Z","Batavia","Bimlipatam","Batavia-Bimlipatam",332
106228,"","1761-6-15T00:00:00Z","T00:00:00Z","Batavia","Jagannathpur","Batavia-Jagannathpur",333
106229,"","1761-6-15T00:00:00Z","T00:00:00Z","Batavia","Bimlipatam","Batavia-Bimlipatam",332
106231,"","1761-6-24T00:00:00Z","T00:00:00Z","Batavia","Nagapattinam","Batavia-Nagapattinam",331
106233,"","1761-7-17T00:00:00Z","T00:00:00Z","Batavia","Nagapattinam","Batavia-Nagapattinam",331
106234,"","1760-1-28T00:00:00Z","T00:00:00Z","Bengalen","Coromandel","Bengalen-Coromandel",323
106235,"","1760-1-28T00:00:00Z","T00:00:00Z","Bengalen","Coromandel","Bengalen-Coromandel",323
106236,"","1760-2-20T00:00:00Z","T00:00:00Z","Bengalen","Coromandel","Bengalen-Coromandel",323
106239,"","1761-7-24T00:00:00Z","T00:00:00Z","Batavia","Nagapattinam","Batavia-Nagapattinam",331
106241,"","1760-9-18T00:00:00Z","T00:00:00Z","Batavia","Malabar","Batavia-Malabar",227
106242,"","T00:00:00Z","1757-2-18T00:00:00Z","Galle","Batavia","Galle-Batavia",255
106243,"","T00:00:00Z","1757-4-4T00:00:00Z","Galle","Batavia","Galle-Batavia",255
106244,"","T00:00:00Z","1757-4-13T00:00:00Z","Colombo","Batavia","Colombo-Batavia",253
106245,"","T00:00:00Z","1757-6-4T00:00:00Z","Ceylon","Batavia","Ceylon-Batavia",199
106246,"","T00:00:00Z","1756-10-15T00:00:00Z","Nagapattinam","Batavia","Nagapattinam-Batavia",310
106247,"","1760-10-6T00:00:00Z","T00:00:00Z","Batavia","Malabar","Batavia-Malabar",227
106248,"","T00:00:00Z","1756-11-4T00:00:00Z","Jagannathpur","Batavia","Jagannathpur-Batavia",311
106249,"","1761-6-11T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
106250,"","T00:00:00Z","1756-11-4T00:00:00Z","Bimlipatam","Batavia","Bimlipatam-Batavia",382
106251,"","T00:00:00Z","1756-11-9T00:00:00Z","Nagapattinam","Batavia","Nagapattinam-Batavia",310
106252,"","T00:00:00Z","1756-11-9T00:00:00Z","Pulicat","Batavia","Pulicat-Batavia",248
106253,"","T00:00:00Z","1756-11-9T00:00:00Z","Sadras","Batavia","Sadras-Batavia",312
106254,"","T00:00:00Z","1757-4-4T00:00:00Z","Nagapattinam","Batavia","Nagapattinam-Batavia",310
106255,"","1761-6-24T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
106256,"","T00:00:00Z","1757-1-18T00:00:00Z","Malabar","Batavia","Malabar-Batavia",202
106257,"","T00:00:00Z","1757-8-3T00:00:00Z","Malabar","Batavia","Malabar-Batavia",202
106258,"","T00:00:00Z","1757-1-18T00:00:00Z","Bengalen","Batavia","Bengalen-Batavia",203
106259,"","1761-7-17T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
106260,"","T00:00:00Z","1757-5-9T00:00:00Z","Bengalen","Batavia","Bengalen-Batavia",203
106261,"","T00:00:00Z","1757-8-23T00:00:00Z","Bengalen","Batavia","Bengalen-Batavia",203
106262,"","T00:00:00Z","1757-4-8T00:00:00Z","Surat","Batavia","Surat-Batavia",201
106263,"","T00:00:00Z","1757-8-4T00:00:00Z","Surat","Batavia","Surat-Batavia",201
106264,"","T00:00:00Z","1757-1-18T00:00:00Z","Gamron","Batavia","Gamron-Batavia",396
106265,"","T00:00:00Z","1757-1-18T00:00:00Z","Kharg","Batavia","Kharg-Batavia",351
106266,"","T00:00:00Z","1756-11-17T00:00:00Z","Padang","Batavia","Padang-Batavia",204
106268,"","T00:00:00Z","1760-8-31T00:00:00Z","Kharg","Batavia","Kharg-Batavia",351
106269,"","T00:00:00Z","1760-8-31T00:00:00Z","Padang","Batavia","Padang-Batavia",204
106270,"","T00:00:00Z","1756-11-17T00:00:00Z","Pulau Tjinkuk","Batavia","Pulau Tjinkuk-Batavia",353
106271,"","T00:00:00Z","1757-1-17T00:00:00Z","Padang","Batavia","Padang-Batavia",204
106272,"","T00:00:00Z","1760-8-31T00:00:00Z","Pulau Tjinkuk","Batavia","Pulau Tjinkuk-Batavia",353
106273,"","T00:00:00Z","1760-8-31T00:00:00Z","Airhadji","Batavia","Airhadji-Batavia",371
106274,"","T00:00:00Z","1757-1-17T00:00:00Z","Pulau Tjinkuk","Batavia","Pulau Tjinkuk-Batavia",353
106275,"","1760-10-27T00:00:00Z","T00:00:00Z","Nagasaki","Batavia","Nagasaki-Batavia",263
106276,"","1760-10-28T00:00:00Z","T00:00:00Z","Nagasaki","Batavia","Nagasaki-Batavia",263
106277,"","T00:00:00Z","1757-3-16T00:00:00Z","Padang","Batavia","Padang-Batavia",204
106278,"","T00:00:00Z","1760-5-11T00:00:00Z","Ternate","Batavia","Ternate-Batavia",220
106279,"","T00:00:00Z","1760-1-17T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
106280,"","1761-7-24T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
106281,"","T00:00:00Z","1760-2-13T00:00:00Z","Gresik","Batavia","Gresik-Batavia",214
106282,"","1760-3-30T00:00:00Z","T00:00:00Z","Amboina","Banda-Neira","Amboina-Banda-Neira",282
106283,"","T00:00:00Z","1759-12-27T00:00:00Z","Timor","Banda","Timor-Banda",344
106284,"","T00:00:00Z","1760-2-2T00:00:00Z","Semarang","Banda-Neira","Semarang-Banda-Neira",269
106285,"","T00:00:00Z","1757-3-16T00:00:00Z","Pulau Tjinkuk","Batavia","Pulau Tjinkuk-Batavia",353
106286,"","T00:00:00Z","1757-4-8T00:00:00Z","Padang","Batavia","Padang-Batavia",204
106287,"","T00:00:00Z","1756-10-1T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
106288,"","T00:00:00Z","1756-12-8T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
106289,"","T00:00:00Z","1757-1-7T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
106290,"","T00:00:00Z","1757-3-22T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
106291,"","T00:00:00Z","1760-5-30T00:00:00Z","Ternate","Batavia","Ternate-Batavia",220
106292,"","T00:00:00Z","1760-8-15T00:00:00Z","Ternate","Batavia","Ternate-Batavia",220
106293,"","T00:00:00Z","1760-2-29T00:00:00Z","Cheribon","Makassar","Cheribon-Makassar",397
106294,"","1761-8-24T00:00:00Z","T00:00:00Z","Batavia","Bengalen","Batavia-Bengalen",228
106295,"","1760-10-22T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
106296,"","1760-11-16T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
106297,"","T00:00:00Z","1757-5-20T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
106298,"","T00:00:00Z","1757-8-11T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
106299,"","T00:00:00Z","1756-10-15T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
106300,"","1761-8-19T00:00:00Z","T00:00:00Z","Batavia","Surat","Batavia-Surat",226
106301,"","T00:00:00Z","1756-11-1T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
106302,"","1760-10-22T00:00:00Z","T00:00:00Z","Batavia","Kharg","Batavia-Kharg",356
106303,"","1761-4-4T00:00:00Z","T00:00:00Z","Batavia","Kharg","Batavia-Kharg",356
106304,"","T00:00:00Z","1757-1-3T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
106305,"","T00:00:00Z","1756-11-4T00:00:00Z","Malakka","Batavia","Malakka-Batavia",205
106306,"","1760-10-22T00:00:00Z","T00:00:00Z","Batavia","Padang","Batavia-Padang",229
106307,"","T00:00:00Z","1757-3-7T00:00:00Z","Siam","Batavia","Siam-Batavia",354
106308,"","T00:00:00Z","1757-3-7T00:00:00Z","Siam","Batavia","Siam-Batavia",354
