105558,"","1773-1-10T00:00:00Z","T00:00:00Z","Surabaja","Banda-Neira","Surabaja-Banda-Neira",270
105559,"","1773-8-18T00:00:00Z","T00:00:00Z","Pekalongan","Malakka","Pekalongan-Malakka",387
105560,"","T00:00:00Z","T00:00:00Z","Djoana","Amboina","Djoana-Amboina",318
105561,"","T00:00:00Z","T00:00:00Z","Gresik","Amboina","Gresik-Amboina",347
105562,"","T00:00:00Z","T00:00:00Z","Rembang","Amboina","Rembang-Amboina",298
105563,"","T00:00:00Z","1762-2-23T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
105564,"","T00:00:00Z","T00:00:00Z","Djoana","Amboina","Djoana-Amboina",318
105565,"","T00:00:00Z","T00:00:00Z","Japara","Amboina","Japara-Amboina",327
105566,"","T00:00:00Z","1762-8-12T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
105567,"","T00:00:00Z","1761-11-14T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
105568,"","T00:00:00Z","1772-12-9T00:00:00Z","Ceylon","Malabar","Ceylon-Malabar",264
105569,"","T00:00:00Z","1762-5-5T00:00:00Z","Bengalen","Ceylon","Bengalen-Ceylon",278
105570,"","T00:00:00Z","1762-1-19T00:00:00Z","Surat","Colombo","Surat-Colombo",364
105571,"","T00:00:00Z","1773-2-7T00:00:00Z","Ceylon","Malabar","Ceylon-Malabar",264
105572,"","T00:00:00Z","1773-3-20T00:00:00Z","Ceylon","Malabar","Ceylon-Malabar",264
105573,"","1772-10-22T00:00:00Z","T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
105575,"","1772-12-5T00:00:00Z","T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
105578,"","1772-12-11T00:00:00Z","T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
105579,"","1773-1-15T00:00:00Z","T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
105582,"","1773-2-12T00:00:00Z","T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
105583,"","1773-2-20T00:00:00Z","T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
105584,"","1773-5-2T00:00:00Z","T00:00:00Z","Malabar","Ceylon","Malabar-Ceylon",267
105612,"","T00:00:00Z","1760-4-16T00:00:00Z","Galle","Batavia","Galle-Batavia",255
105613,"","T00:00:00Z","1760-5-6T00:00:00Z","Colombo","Batavia","Colombo-Batavia",253
105614,"","T00:00:00Z","1760-5-23T00:00:00Z","Colombo","Batavia","Colombo-Batavia",253
105615,"","T00:00:00Z","1760-6-2T00:00:00Z","Galle","Batavia","Galle-Batavia",255
105619,"","T00:00:00Z","1759-11-5T00:00:00Z","Pulicat","Batavia","Pulicat-Batavia",248
105622,"","T00:00:00Z","1759-11-5T00:00:00Z","Jagannathpur","Balasore","Jagannathpur-Balasore",388
105627,"","T00:00:00Z","1759-12-15T00:00:00Z","Nagapattinam","Batavia","Nagapattinam-Batavia",310
105630,"","1773-5-13T00:00:00Z","T00:00:00Z","Kaap de Goede Hoop","Malabar","Kaap de Goede Hoop-Malabar",266
105631,"","T00:00:00Z","1760-6-27T00:00:00Z","Nagapattinam","Batavia","Nagapattinam-Batavia",310
105632,"","T00:00:00Z","1760-7-4T00:00:00Z","Nagapattinam","Batavia","Nagapattinam-Batavia",310
105633,"","1773-5-13T00:00:00Z","T00:00:00Z","Kaap de Goede Hoop","Malabar","Kaap de Goede Hoop-Malabar",266
105634,"","1773-5-13T00:00:00Z","T00:00:00Z","Kaap de Goede Hoop","Malabar","Kaap de Goede Hoop-Malabar",266
105635,"","T00:00:00Z","1760-7-11T00:00:00Z","Nagapattinam","Batavia","Nagapattinam-Batavia",310
105636,"","1773-5-13T00:00:00Z","T00:00:00Z","Kaap de Goede Hoop","Coromandel","Kaap de Goede Hoop-Coromandel",308
105637,"","T00:00:00Z","1772-9-7T00:00:00Z","Coromandel","Ceylon","Coromandel-Ceylon",284
105638,"","T00:00:00Z","1760-7-13T00:00:00Z","Nagapattinam","Batavia","Nagapattinam-Batavia",310
105639,"","T00:00:00Z","1773-6-1T00:00:00Z","Coromandel","Ceylon","Coromandel-Ceylon",284
105640,"","T00:00:00Z","1773-8-31T00:00:00Z","Coromandel","Ceylon","Coromandel-Ceylon",284
105642,"","T00:00:00Z","1760-4-18T00:00:00Z","Malabar","Batavia","Malabar-Batavia",202
105643,"","T00:00:00Z","1760-6-16T00:00:00Z","Malabar","Batavia","Malabar-Batavia",202
105644,"","T00:00:00Z","1760-7-14T00:00:00Z","Malabar","Batavia","Malabar-Batavia",202
105645,"","T00:00:00Z","1760-4-10T00:00:00Z","Bengalen","Batavia","Bengalen-Batavia",203
105646,"","T00:00:00Z","1760-5-22T00:00:00Z","Bengalen","Batavia","Bengalen-Batavia",203
105647,"","T00:00:00Z","1760-3-14T00:00:00Z","Surat","Batavia","Surat-Batavia",201
105648,"","T00:00:00Z","1760-4-16T00:00:00Z","Surat","Batavia","Surat-Batavia",201
105649,"","T00:00:00Z","1760-7-14T00:00:00Z","Surat","Batavia","Surat-Batavia",201
105650,"","T00:00:00Z","1760-7-19T00:00:00Z","Surat","Batavia","Surat-Batavia",201
105651,"","T00:00:00Z","1760-4-18T00:00:00Z","Kharg","Batavia","Kharg-Batavia",351
105652,"","T00:00:00Z","1759-11-5T00:00:00Z","Padang","Batavia","Padang-Batavia",204
105653,"","T00:00:00Z","1759-11-5T00:00:00Z","Pulau Tjinkuk","Batavia","Pulau Tjinkuk-Batavia",353
105654,"","T00:00:00Z","1760-2-16T00:00:00Z","Padang","Batavia","Padang-Batavia",204
105655,"","T00:00:00Z","1760-2-16T00:00:00Z","Pulau Tjinkuk","Batavia","Pulau Tjinkuk-Batavia",353
105656,"","T00:00:00Z","1760-2-16T00:00:00Z","Airhadji","Batavia","Airhadji-Batavia",371
105657,"","T00:00:00Z","1760-6-11T00:00:00Z","Padang","Batavia","Padang-Batavia",204
105658,"","T00:00:00Z","1760-6-11T00:00:00Z","Pulau Tjinkuk","Batavia","Pulau Tjinkuk-Batavia",353
105659,"","T00:00:00Z","1759-12-5T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
105660,"","T00:00:00Z","1759-12-12T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
105661,"","T00:00:00Z","1759-12-28T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
105662,"","T00:00:00Z","1760-3-25T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
105663,"","T00:00:00Z","1760-3-25T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
105664,"","T00:00:00Z","1760-4-8T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
105665,"","T00:00:00Z","1760-6-24T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
105666,"","T00:00:00Z","1759-11-2T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
105667,"","T00:00:00Z","1759-11-26T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
105668,"","T00:00:00Z","1760-6-26T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
105669,"","T00:00:00Z","1759-9-14T00:00:00Z","Malakka","Batavia","Malakka-Batavia",205
105670,"","T00:00:00Z","1759-11-20T00:00:00Z","Malakka","Batavia","Malakka-Batavia",205
105671,"","T00:00:00Z","1760-4-15T00:00:00Z","Malakka","Batavia","Malakka-Batavia",205
105672,"","T00:00:00Z","1759-12-24T00:00:00Z","Siam","Batavia","Siam-Batavia",354
105674,"","T00:00:00Z","1759-10-23T00:00:00Z","Amboina","Batavia","Amboina-Batavia",218
105675,"","T00:00:00Z","1760-6-14T00:00:00Z","Amboina","Batavia","Amboina-Batavia",218
105676,"","T00:00:00Z","1760-7-13T00:00:00Z","Banda-Neira","Batavia","Banda-Neira-Batavia",219
105678,"","T00:00:00Z","1759-11-13T00:00:00Z","Makassar","Batavia","Makassar-Batavia",221
105679,"","T00:00:00Z","1760-5-23T00:00:00Z","Makassar","Batavia","Makassar-Batavia",221
105680,"","T00:00:00Z","1760-8-25T00:00:00Z","Makassar","Batavia","Makassar-Batavia",221
105681,"","T00:00:00Z","1759-11-18T00:00:00Z","Timor","Batavia","Timor-Batavia",208
105682,"","T00:00:00Z","1760-7-13T00:00:00Z","Timor","Batavia","Timor-Batavia",208
105683,"","T00:00:00Z","1759-9-20T00:00:00Z","Pekalongan","Batavia","Pekalongan-Batavia",242
105684,"","T00:00:00Z","1759-10-9T00:00:00Z","Pekalongan","Batavia","Pekalongan-Batavia",242
105685,"","T00:00:00Z","1759-10-9T00:00:00Z","Pekalongan","Batavia","Pekalongan-Batavia",242
105686,"","T00:00:00Z","1759-10-10T00:00:00Z","Gresik","Batavia","Gresik-Batavia",214
105689,"","1772-9-30T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
105690,"","1773-3-8T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
105691,"","1773-5-15T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
105692,"","T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
105693,"","T00:00:00Z","1759-10-24T00:00:00Z","Demak","Batavia","Demak-Batavia",372
105694,"","T00:00:00Z","1759-10-24T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
105695,"","T00:00:00Z","1759-10-28T00:00:00Z","Japara","Batavia","Japara-Batavia",213
105696,"","T00:00:00Z","1759-10-28T00:00:00Z","Djoana","Batavia","Djoana-Batavia",216
105697,"","T00:00:00Z","1759-10-28T00:00:00Z","Rembang","Batavia","Rembang-Batavia",217
105698,"","T00:00:00Z","1759-11-6T00:00:00Z","Rembang","Batavia","Rembang-Batavia",217
105699,"","T00:00:00Z","1759-11-6T00:00:00Z","Rembang","Batavia","Rembang-Batavia",217
105700,"","T00:00:00Z","1759-11-15T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
105701,"","T00:00:00Z","1759-11-15T00:00:00Z","Pekalongan","Batavia","Pekalongan-Batavia",242
105702,"","T00:00:00Z","1759-11-18T00:00:00Z","Tegal","Batavia","Tegal-Batavia",215
105703,"","T00:00:00Z","1759-11-18T00:00:00Z","Japara","Batavia","Japara-Batavia",213
105704,"","T00:00:00Z","1759-12-3T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
105705,"","T00:00:00Z","1759-12-3T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
105706,"","T00:00:00Z","1759-12-3T00:00:00Z","Pekalongan","Batavia","Pekalongan-Batavia",242
105707,"","T00:00:00Z","1759-12-3T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
105708,"","T00:00:00Z","1759-12-3T00:00:00Z","Japara","Batavia","Japara-Batavia",213
105709,"","T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
105710,"","T00:00:00Z","1759-12-3T00:00:00Z","Demak","Batavia","Demak-Batavia",372
105711,"","1773-7-29T00:00:00Z","T00:00:00Z","Ternate","Batavia","Ternate-Batavia",220
105712,"","1773-8-31T00:00:00Z","T00:00:00Z","Ternate","Batavia","Ternate-Batavia",220
105713,"","T00:00:00Z","1760-4-2T00:00:00Z","Tegal","Batavia","Tegal-Batavia",215
105714,"","T00:00:00Z","1773-10-13T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
105715,"","T00:00:00Z","1760-4-15T00:00:00Z","Japara","Batavia","Japara-Batavia",213
105716,"","T00:00:00Z","1760-4-22T00:00:00Z","Djoana","Batavia","Djoana-Batavia",216
105717,"","T00:00:00Z","1760-4-25T00:00:00Z","Gresik","Batavia","Gresik-Batavia",214
105718,"","T00:00:00Z","1760-4-25T00:00:00Z","Surabaja","Batavia","Surabaja-Batavia",211
105723,"","T00:00:00Z","1760-4-29T00:00:00Z","Surabaja","Batavia","Surabaja-Batavia",211
105724,"","T00:00:00Z","1760-4-29T00:00:00Z","Japara","Batavia","Japara-Batavia",213
105725,"","T00:00:00Z","T00:00:00Z","Nagapattinam","Batavia","Nagapattinam-Batavia",310
105726,"","T00:00:00Z","1760-5-6T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
105727,"","T00:00:00Z","1760-5-6T00:00:00Z","Pekalongan","Batavia","Pekalongan-Batavia",242
105728,"","T00:00:00Z","1760-5-6T00:00:00Z","Djoana","Batavia","Djoana-Batavia",216
105729,"","T00:00:00Z","1760-6-14T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
105730,"","T00:00:00Z","1760-6-20T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
105731,"","T00:00:00Z","1760-6-20T00:00:00Z","Japara","Batavia","Japara-Batavia",213
105732,"","T00:00:00Z","1760-6-26T00:00:00Z","Gresik","Batavia","Gresik-Batavia",214
105733,"","T00:00:00Z","1760-6-30T00:00:00Z","Tegal","Batavia","Tegal-Batavia",215
105734,"","T00:00:00Z","1760-7-13T00:00:00Z","Rembang","Batavia","Rembang-Batavia",217
105735,"","T00:00:00Z","1760-7-16T00:00:00Z","Tegal","Batavia","Tegal-Batavia",215
105736,"","T00:00:00Z","1760-7-16T00:00:00Z","Pekalongan","Batavia","Pekalongan-Batavia",242
105737,"","1761-9-8T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
105738,"","1761-11-19T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
105739,"","1761-12-16T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
105740,"","T00:00:00Z","1760-8-10T00:00:00Z","Gresik","Batavia","Gresik-Batavia",214
105741,"","T00:00:00Z","1760-8-20T00:00:00Z","Djoana","Batavia","Djoana-Batavia",216
105742,"","1761-12-17T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
105743,"","T00:00:00Z","1760-8-20T00:00:00Z","Rembang","Batavia","Rembang-Batavia",217
105744,"","T00:00:00Z","1760-8-22T00:00:00Z","Japara","Batavia","Japara-Batavia",213
105745,"","T00:00:00Z","1760-8-23T00:00:00Z","Tegal","Batavia","Tegal-Batavia",215
105746,"","T00:00:00Z","1760-8-26T00:00:00Z","Demak","Batavia","Demak-Batavia",372
105747,"","T00:00:00Z","1759-9-22T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
105748,"","1762-4-14T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
105749,"","T00:00:00Z","1759-10-10T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
105750,"","T00:00:00Z","T00:00:00Z","Pulicat","Batavia","Pulicat-Batavia",248
105751,"","T00:00:00Z","1759-10-2T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
105752,"","T00:00:00Z","T00:00:00Z","Sadras","Batavia","Sadras-Batavia",312
105753,"","T00:00:00Z","1759-10-18T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
105754,"","T00:00:00Z","1759-10-24T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
105755,"","T00:00:00Z","T00:00:00Z","Jagannathpur","Batavia","Jagannathpur-Batavia",311
105757,"","T00:00:00Z","1760-4-21T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
105758,"","T00:00:00Z","1760-7-2T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
105759,"","T00:00:00Z","1760-7-29T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
105760,"","1761-9-7T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
105761,"","1761-9-21T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
105762,"","T00:00:00Z","T00:00:00Z","Nagapattinam","Batavia","Nagapattinam-Batavia",310
105763,"","T00:00:00Z","1760-8-16T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
105764,"","1762-4-4T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
105765,"","T00:00:00Z","1759-9-10T00:00:00Z","Bandjarmasin","Batavia","Bandjarmasin-Batavia",206
105766,"","1762-5-7T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
105767,"","1762-5-29T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
105768,"","T00:00:00Z","1759-10-29T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
105769,"","1762-7-30T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
105770,"","T00:00:00Z","1760-6-16T00:00:00Z","Cheribon","Batavia","Cheribon-Batavia",210
105771,"","1762-8-31T00:00:00Z","T00:00:00Z","Ceylon","Coromandel","Ceylon-Coromandel",274
105772,"","1761-11-23T00:00:00Z","T00:00:00Z","Ceylon","Malabar","Ceylon-Malabar",264
105776,"","1761-12-16T00:00:00Z","T00:00:00Z","Ceylon","Malabar","Ceylon-Malabar",264
105780,"","T00:00:00Z","T00:00:00Z","Nagapattinam","Batavia","Nagapattinam-Batavia",310
105781,"","1773-8-31T00:00:00Z","T00:00:00Z","Nagapattinam","Colombo","Nagapattinam-Colombo",330
105784,"","1773-8-31T00:00:00Z","T00:00:00Z","Jaffna","Colombo","Jaffna-Colombo",389
105785,"","T00:00:00Z","T00:00:00Z","Coromandel","Malabar","Coromandel-Malabar",390
105825,"","T00:00:00Z","1760-8-13T00:00:00Z","Kaap de Goede Hoop","Batavia","Kaap de Goede Hoop-Batavia",223
105829,"","T00:00:00Z","1761-9-1T00:00:00Z","Jambi","Palembang","Jambi-Palembang",391
105830,"","T00:00:00Z","1762-2-28T00:00:00Z","Jambi","Palembang","Jambi-Palembang",391
105832,"","1762-11-5T00:00:00Z","T00:00:00Z","Nagasaki","Batavia","Nagasaki-Batavia",263
105833,"","1762-11-5T00:00:00Z","T00:00:00Z","Nagasaki","Batavia","Nagasaki-Batavia",263
105834,"","T00:00:00Z","1762-4-30T00:00:00Z","Batavia","Malabar","Batavia-Malabar",227
105837,"","T00:00:00Z","1762-1-31T00:00:00Z","Surat","Malabar","Surat-Malabar",265
105838,"","T00:00:00Z","1762-5-31T00:00:00Z","Surat","Malabar","Surat-Malabar",265
105845,"","1761-12-5T00:00:00Z","T00:00:00Z","Amboina","Banda-Neira","Amboina-Banda-Neira",282
105847,"","1762-8-31T00:00:00Z","T00:00:00Z","Bima","Batavia","Bima-Batavia",392
105848,"","1761-11-16T00:00:00Z","T00:00:00Z","Makassar","Banda-Neira","Makassar-Banda-Neira",380
105849,"","1762-2-17T00:00:00Z","T00:00:00Z","Makassar","Banda-Neira","Makassar-Banda-Neira",380
105850,"","1762-8-31T00:00:00Z","T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
105851,"","1762-8-31T00:00:00Z","T00:00:00Z","Rembang","Batavia","Rembang-Batavia",217
105852,"","1762-8-31T00:00:00Z","T00:00:00Z","Japara","Batavia","Japara-Batavia",213
105854,"","1761-10-2T00:00:00Z","T00:00:00Z","Tegal","Batavia","Tegal-Batavia",215
105855,"","1762-8-29T00:00:00Z","T00:00:00Z","Pekalongan","Batavia","Pekalongan-Batavia",242
105872,"","T00:00:00Z","1761-3-3T00:00:00Z","Galle","Batavia","Galle-Batavia",255
105873,"","T00:00:00Z","1761-5-12T00:00:00Z","Galle","Batavia","Galle-Batavia",255
105874,"","T00:00:00Z","1761-1-17T00:00:00Z","Galle","Batavia","Galle-Batavia",255
105878,"","T00:00:00Z","1760-11-27T00:00:00Z","Nagapattinam","Batavia","Nagapattinam-Batavia",310
105879,"","T00:00:00Z","1760-11-27T00:00:00Z","Sadras","Batavia","Sadras-Batavia",312
105880,"","T00:00:00Z","1760-11-27T00:00:00Z","Pulicat","Batavia","Pulicat-Batavia",248
105881,"","T00:00:00Z","1760-11-27T00:00:00Z","Bimlipatam","Batavia","Bimlipatam-Batavia",382
105890,"","T00:00:00Z","1760-11-27T00:00:00Z","Jagannathpur","Batavia","Jagannathpur-Batavia",311
105892,"","T00:00:00Z","1760-12-8T00:00:00Z","Nagapattinam","Batavia","Nagapattinam-Batavia",310
105894,"","T00:00:00Z","1761-8-20T00:00:00Z","Nagapattinam","Batavia","Nagapattinam-Batavia",310
105895,"","1759-9-14T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
105896,"","1759-9-14T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
105897,"","T00:00:00Z","1761-2-5T00:00:00Z","Malabar","Batavia","Malabar-Batavia",202
105898,"","T00:00:00Z","1761-5-12T00:00:00Z","Malabar","Batavia","Malabar-Batavia",202
105899,"","T00:00:00Z","1761-6-17T00:00:00Z","Malabar","Batavia","Malabar-Batavia",202
105911,"","T00:00:00Z","1761-1-12T00:00:00Z","Bengalen","Batavia","Bengalen-Batavia",203
105917,"","T00:00:00Z","1761-3-26T00:00:00Z","Bengalen","Batavia","Bengalen-Batavia",203
105922,"","1762-8-31T00:00:00Z","T00:00:00Z","Ternate","Batavia","Ternate-Batavia",220
105923,"","T00:00:00Z","1761-4-21T00:00:00Z","Bengalen","Batavia","Bengalen-Batavia",203
105924,"","T00:00:00Z","1761-6-18T00:00:00Z","Bengalen","Batavia","Bengalen-Batavia",203
105925,"","T00:00:00Z","1761-3-3T00:00:00Z","Surat","Batavia","Surat-Batavia",201
105926,"","T00:00:00Z","1761-6-17T00:00:00Z","Surat","Batavia","Surat-Batavia",201
105927,"","T00:00:00Z","1761-6-17T00:00:00Z","Surat","Batavia","Surat-Batavia",201
105928,"","T00:00:00Z","1761-4-7T00:00:00Z","Kharg","Batavia","Kharg-Batavia",351
105929,"","T00:00:00Z","1760-11-8T00:00:00Z","Padang","Batavia","Padang-Batavia",204
105930,"","T00:00:00Z","1761-1-19T00:00:00Z","Padang","Batavia","Padang-Batavia",204
105931,"","T00:00:00Z","1761-7-20T00:00:00Z","Padang","Batavia","Padang-Batavia",204
105932,"","T00:00:00Z","1761-7-20T00:00:00Z","Pulau Tjinkuk","Batavia","Pulau Tjinkuk-Batavia",353
105933,"","T00:00:00Z","1761-7-20T00:00:00Z","Airhadji","Batavia","Airhadji-Batavia",371
105934,"","T00:00:00Z","1760-10-13T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
105935,"","T00:00:00Z","1761-1-6T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
105936,"","T00:00:00Z","1761-2-18T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
105937,"","T00:00:00Z","1761-7-29T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
105938,"","T00:00:00Z","1761-8-1T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
105939,"","T00:00:00Z","1761-8-11T00:00:00Z","Bantam","Batavia","Bantam-Batavia",209
105940,"","T00:00:00Z","1760-10-22T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
105941,"","T00:00:00Z","1760-11-20T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
105942,"","T00:00:00Z","1760-12-24T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
105943,"","T00:00:00Z","1761-8-6T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
105944,"","T00:00:00Z","1760-11-26T00:00:00Z","Palembang","Batavia","Palembang-Batavia",207
105945,"","T00:00:00Z","1761-2-17T00:00:00Z","Malakka","Batavia","Malakka-Batavia",205
105946,"","1759-11-24T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
105947,"","1760-7-5T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
105948,"","1760-7-5T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
105949,"","T00:00:00Z","1761-4-11T00:00:00Z","Malakka","Batavia","Malakka-Batavia",205
105951,"","T00:00:00Z","1760-12-22T00:00:00Z","Siam","Batavia","Siam-Batavia",354
105952,"","1760-8-13T00:00:00Z","T00:00:00Z","Batavia","Ceylon","Batavia-Ceylon",224
105953,"","T00:00:00Z","1760-10-28T00:00:00Z","Amboina","Batavia","Amboina-Batavia",218
105954,"","T00:00:00Z","1761-6-13T00:00:00Z","Amboina","Batavia","Amboina-Batavia",218
105955,"","T00:00:00Z","1761-7-5T00:00:00Z","Banda-Neira","Batavia","Banda-Neira-Batavia",219
105956,"","T00:00:00Z","1760-9-25T00:00:00Z","Makassar","Batavia","Makassar-Batavia",221
105957,"","T00:00:00Z","1760-11-24T00:00:00Z","Makassar","Batavia","Makassar-Batavia",221
105958,"","T00:00:00Z","1761-7-13T00:00:00Z","Makassar","Batavia","Makassar-Batavia",221
105959,"","T00:00:00Z","1761-7-13T00:00:00Z","Bima","Batavia","Bima-Batavia",392
105960,"","T00:00:00Z","1760-10-20T00:00:00Z","Timor","Batavia","Timor-Batavia",208
105961,"","1763-8-31T00:00:00Z","T00:00:00Z","Nagapattinam","Colombo","Nagapattinam-Colombo",330
105962,"","T00:00:00Z","1760-9-18T00:00:00Z","Demak","Batavia","Demak-Batavia",372
105963,"","1763-8-31T00:00:00Z","T00:00:00Z","Nagapattinam","Jaffna","Nagapattinam-Jaffna",355
105964,"","1763-8-31T00:00:00Z","T00:00:00Z","Nagapattinam","Trincomale","Nagapattinam-Trincomale",393
105965,"","T00:00:00Z","1760-9-18T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
105966,"","1760-1-30T00:00:00Z","T00:00:00Z","Batavia","Nagapattinam","Batavia-Nagapattinam",331
105967,"","1760-6-3T00:00:00Z","T00:00:00Z","Batavia","Nagapattinam","Batavia-Nagapattinam",331
105968,"","T00:00:00Z","1760-9-19T00:00:00Z","Gresik","Batavia","Gresik-Batavia",214
105969,"","T00:00:00Z","1760-9-19T00:00:00Z","Pekalongan","Batavia","Pekalongan-Batavia",242
105970,"","T00:00:00Z","1760-9-29T00:00:00Z","Tegal","Batavia","Tegal-Batavia",215
105971,"","T00:00:00Z","1760-9-30T00:00:00Z","Surabaja","Batavia","Surabaja-Batavia",211
105973,"","T00:00:00Z","1760-10-16T00:00:00Z","Djoana","Batavia","Djoana-Batavia",216
105974,"","1760-6-3T00:00:00Z","T00:00:00Z","Batavia","Pulicat","Batavia-Pulicat",335
105975,"","T00:00:00Z","1760-10-21T00:00:00Z","Japara","Batavia","Japara-Batavia",213
105976,"","T00:00:00Z","1760-10-25T00:00:00Z","Demak","Batavia","Demak-Batavia",372
105977,"","T00:00:00Z","1760-10-25T00:00:00Z","Japara","Batavia","Japara-Batavia",213
105978,"","T00:00:00Z","1760-10-25T00:00:00Z","Gresik","Batavia","Gresik-Batavia",214
105979,"","T00:00:00Z","1760-11-11T00:00:00Z","Pekalongan","Batavia","Pekalongan-Batavia",242
105980,"","T00:00:00Z","1760-11-16T00:00:00Z","Japara","Batavia","Japara-Batavia",213
105981,"","T00:00:00Z","1760-11-16T00:00:00Z","Semarang","Batavia","Semarang-Batavia",212
105982,"","T00:00:00Z","1760-11-17T00:00:00Z","Pekalongan","Batavia","Pekalongan-Batavia",242
105983,"","T00:00:00Z","1760-11-17T00:00:00Z","Rembang","Batavia","Rembang-Batavia",217
105984,"","T00:00:00Z","1760-11-24T00:00:00Z","Rembang","Batavia","Rembang-Batavia",217
105985,"","T00:00:00Z","1760-12-2T00:00:00Z","Rembang","Batavia","Rembang-Batavia",217
105986,"","T00:00:00Z","1760-12-2T00:00:00Z","Djoana","Batavia","Djoana-Batavia",216
105987,"","1760-6-3T00:00:00Z","T00:00:00Z","Batavia","Sadras","Batavia-Sadras",334
105988,"","1760-6-11T00:00:00Z","T00:00:00Z","Batavia","Nagapattinam","Batavia-Nagapattinam",331
