1751,"amandel",\N,2287
1752,"amandel",\N,2576
1753,"amandel",\N,473
1754,"amandel",\N,94
1755,"amandel",\N,1524
1757,"amandel",\N,744
1759,"amandel",\N,400
1760,"amandel",\N,\N
1761,"amandel",\N,22
1764,"amandel",\N,425
1766,"amandel",\N,676
1767,"amandel",\N,108
1769,"amandel",1022,\N
1776,"amandel",330,\N
1777,"amandel",559,\N
1781,"amandel",\N,\N
1701,"amaril",\N,362
1702,"amaril",\N,129
1703,"amaril",\N,301
1704,"amaril",\N,122
1707,"amaril",\N,13
1709,"amaril",178,34
1711,"amaril",85,43
1712,"amaril",41,72
1713,"amaril",76,41
1715,"amaril",32,21
1722,"amaril",\N,46
1723,"amaril",435,45
1724,"amaril",31,44
1726,"amaril",360,83
1727,"amaril",119,69
1729,"amaril",\N,48
1731,"amaril",54,\N
1735,"amaril",\N,2
1738,"amaril",\N,26
1739,"amaril",\N,1
1769,"amaril",13,\N
1772,"amaril",0,\N
1774,"amaril",\N,\N
1726,"amaus",\N,7
1731,"ambachtsbenodigdheden",\N,2400
1732,"ambachtsbenodigdheden",18006,769
1735,"ambachtsbenodigdheden",\N,47719
1738,"ambachtsbenodigdheden",\N,2601
1764,"ambachtsbenodigdheden",\N,520
1701,"ambachtsgereedschap",\N,912
1707,"ambachtsgereedschap",\N,\N
1709,"ambachtsgereedschap",\N,0
1713,"ambachtsgereedschap",\N,2071
1715,"ambachtsgereedschap",\N,1330
1731,"ambachtsgereedschap",4183,7052
1732,"ambachtsgereedschap",\N,36533
1735,"ambachtsgereedschap",\N,\N
1738,"ambachtsgereedschap",\N,70477
1739,"ambachtsgereedschap",\N,60277
1741,"ambachtsgereedschap",48,53866
1742,"ambachtsgereedschap",\N,29051
1743,"ambachtsgereedschap",\N,18130
1751,"ambachtsgereedschap",\N,745
1752,"ambachtsgereedschap",\N,5896
1753,"ambachtsgereedschap",\N,6312
1754,"ambachtsgereedschap",\N,1635
1757,"ambachtsgereedschap",\N,217
1759,"ambachtsgereedschap",\N,338
1760,"ambachtsgereedschap",\N,980
1761,"ambachtsgereedschap",\N,49204
1762,"ambachtsgereedschap",\N,33365
1763,"ambachtsgereedschap",\N,42176
1764,"ambachtsgereedschap",\N,17296
1766,"ambachtsgereedschap",\N,16106
1767,"ambachtsgereedschap",\N,40841
1769,"ambachtsgereedschap",12329,\N
1772,"ambachtsgereedschap",24068,\N
1773,"ambachtsgereedschap",15202,\N
1775,"ambachtsgereedschap",1560,\N
1776,"ambachtsgereedschap",4531,\N
1777,"ambachtsgereedschap",48830,\N
1778,"ambachtsgereedschap",3499,\N
1779,"ambachtsgereedschap",0,\N
1780,"ambachtsgereedschap",0,\N
1781,"ambachtsgereedschap",21100,\N
1782,"ambachtsgereedschap",772,\N
1783,"ambachtsgereedschap",514,\N
1785,"ambachtsgereedschap",7921,\N
1787,"ambachtsgereedschap",1308,\N
1790,"ambachtsgereedschap",44185,\N
1801,"ambachtsgereedschap",\N,\N
1726,"ambachtsgoederen",\N,18
1731,"ambachtsgoederen",\N,\N
1732,"ambachtsgoederen",\N,\N
1735,"ambachtsgoederen",\N,23
1738,"ambachtsgoederen",\N,9065
1739,"ambachtsgoederen",\N,4037
1743,"ambachtsgoederen",\N,579
1751,"ambachtsgoederen",\N,31081
1752,"ambachtsgoederen",\N,17972
1753,"ambachtsgoederen",\N,18478
1754,"ambachtsgoederen",\N,40779
1755,"ambachtsgoederen",\N,45795
1757,"ambachtsgoederen",\N,35668
1759,"ambachtsgoederen",\N,37263
1760,"ambachtsgoederen",\N,40531
1761,"ambachtsgoederen",\N,3245
1764,"ambachtsgoederen",\N,15628
1766,"ambachtsgoederen",\N,84685
1767,"ambachtsgoederen",\N,36636
1769,"ambachtsgoederen",39713,\N
1772,"ambachtsgoederen",31257,\N
1773,"ambachtsgoederen",49265,\N
1774,"ambachtsgoederen",56401,\N
1775,"ambachtsgoederen",65520,\N
1776,"ambachtsgoederen",61696,\N
1777,"ambachtsgoederen",39955,\N
1778,"ambachtsgoederen",37672,\N
1779,"ambachtsgoederen",28718,\N
1780,"ambachtsgoederen",33969,\N
1781,"ambachtsgoederen",99,\N
1782,"ambachtsgoederen",1068,\N
1783,"ambachtsgoederen",9057,\N
1785,"ambachtsgoederen",100,\N
1787,"ambachtsgoederen",276,\N
1790,"ambachtsgoederen",1253,\N
1757,"ambachtskwartiergoederen",\N,8384
1704,"amber",\N,\N
1726,"amber",\N,43
1727,"amber",\N,281
1729,"amber",\N,397
1743,"amber",\N,18
1701,"ambergris",\N,16192
1703,"ambergris",\N,13184
1711,"ambergris",\N,168
1722,"ambergris",\N,168
1735,"ambergris",\N,1560
1715,"ambergrisolie",\N,36
1701,"ambtsglas",\N,605
1702,"ambtsglas",\N,178
1709,"ambtsglas",\N,547
1711,"ambtsglas",\N,1893
1712,"ambtsglas",\N,625
1722,"ambtsglas",\N,926
1723,"ambtsglas",\N,840
1724,"ambtsglas",\N,791
1726,"ambtsglas",696,74
1727,"ambtsglas",357,74
1729,"ambtsglas",\N,56
1731,"ambtsglas",961,\N
1732,"ambtsglas",904,178
1735,"ambtsglas",\N,392
1738,"ambtsglas",\N,124
1739,"ambtsglas",\N,1274
1741,"ambtsglas",\N,389
1742,"ambtsglas",\N,908
1743,"ambtsglas",\N,106
1751,"ambtsglas",\N,421
1752,"ambtsglas",\N,475
1753,"ambtsglas",\N,925
1754,"ambtsglas",\N,313
1755,"ambtsglas",\N,119
1759,"ambtsglas",\N,47
1701,"amirtje",\N,14789
1702,"amirtje",\N,10274
1703,"amirtje",\N,11437
1704,"amirtje",\N,16829
1711,"amirtje",\N,12782
1712,"amirtje",\N,838
1713,"amirtje",\N,5474
1715,"amirtje",\N,12487
1722,"amirtje",\N,11360
1723,"amirtje",\N,10287
1724,"amirtje",\N,16279
1726,"amirtje",\N,20865
1727,"amirtje",\N,17883
1729,"amirtje",\N,17224
1731,"amirtje",\N,17078
1732,"amirtje",539,17852
1735,"amirtje",\N,9913
1738,"amirtje",\N,17983
1739,"amirtje",\N,19854
1741,"amirtje",\N,21756
1742,"amirtje",4807,33949
1743,"amirtje",\N,51508
1751,"amirtje",\N,47208
1752,"amirtje",\N,26681
1753,"amirtje",\N,64041
1754,"amirtje",\N,54470
1755,"amirtje",\N,5542
1757,"amirtje",\N,28003
1759,"amirtje",\N,25996
1760,"amirtje",\N,69419
1761,"amirtje",\N,19255
1762,"amirtje",\N,2155
1763,"amirtje",\N,6725
1764,"amirtje",\N,12878
1766,"amirtje",\N,20224
1767,"amirtje",\N,11751
1772,"amirtje",3610,\N
1773,"amirtje",3638,\N
1774,"amirtje",6320,\N
1775,"amirtje",8356,\N
1776,"amirtje",6723,\N
1777,"amirtje",10697,\N
1778,"amirtje",38921,\N
1779,"amirtje",11343,\N
1780,"amirtje",26455,\N
1785,"amirtje",48232,\N
1787,"amirtje",40240,\N
1785,"amis",1825,\N
1743,"ammoniakgom",\N,7260
1752,"ammoniakgom",\N,1596
1753,"ammoniakgom",\N,1320
1701,"ammoniakzout",\N,187
1702,"ammoniakzout",\N,269
1703,"ammoniakzout",\N,6
1704,"ammoniakzout",\N,\N
1715,"ammoniakzout",\N,620
1722,"ammoniakzout",\N,4327
1723,"ammoniakzout",\N,4498
1724,"ammoniakzout",\N,85
1729,"ammoniakzout",\N,12
1753,"ammoniakzout",\N,13
1713,"amons",\N,39
1702,"angelybalk",\N,103
1709,"angelybalk",\N,193
1738,"angelybalk",\N,222
1701,"angelyplank",\N,1227
1702,"angelyplank",\N,124
